,symbol,ticker
3984,OTC:CRNLF,CRNLF
3985,NASDAQ:CRNT,CRNT
3986,NASDAQ:CRNX,CRNX
3987,OTC:CRNZF,CRNZF
3988,NASDAQ:CRON,CRON
3989,OTC:CROOF,CROOF
3990,NASDAQ:CROX,CROX
3991,OTC:CRPHY,CRPHY
3992,OTC:CRPJY,CRPJY
3993,AMEX:CRPT,CRPT
3994,OTC:CRRFY,CRRFY
3995,OTC:CRRSF,CRRSF
3996,OTC:CRRTF,CRRTF
3997,OTC:CRRVF,CRRVF
3998,NYSE:CRS,CRS
3999,OTC:CRSF,CRSF
4000,AMEX:CRSH,CRSH
4001,NASDAQ:CRSP,CRSP
4002,NASDAQ:CRSR,CRSR
4003,OTC:CRSXQ,CRSXQ
4004,NYSE:CRT,CRT
4005,AMEX:CRTC,CRTC
4006,OTC:CRTD,CRTD
4007,OTC:CRTG,CRTG
4008,OTC:CRTIF,CRTIF
4009,OTC:CRTL,CRTL
4010,OTC:CRTMF,CRTMF
4011,NASDAQ:CRTO,CRTO
4012,OTC:CRUCF,CRUCF
4013,NASDAQ:CRUS,CRUS
4014,OTC:CRVH,CRVH
4015,NASDAQ:CRVL,CRVL
4016,NASDAQ:CRVO,CRVO
4017,NASDAQ:CRVS,CRVS
4018,OTC:CRVW,CRVW
4019,NASDAQ:CRWD,CRWD
4020,OTC:CRWE,CRWE
4021,NASDAQ:CRWG,CRWG
4022,NASDAQ:CRWL,CRWL
4023,OTC:CRWOF,CRWOF
4024,OTC:CRWRF,CRWRF
4025,NASDAQ:CRWS,CRWS
4026,CBOE:CRWU,CRWU
4027,NASDAQ:CRWV,CRWV
4028,OTC:CRYBF,CRYBF
4029,OTC:CRYM,CRYM
4030,OTC:CRZBF,CRZBF
4031,OTC:CRZBY,CRZBY
4032,OTC:CRZY,CRZY
4033,NASDAQ:CSAI,CSAI
4034,NYSE:CSAN,CSAN
4035,NASDAQ:CSB,CSB
4036,OTC:CSBB,CSBB
4037,NASDAQ:CSBR,CSBR
4038,OTC:CSBTF,CSBTF
4039,OTC:CSCCF,CSCCF
4040,OTC:CSCIF,CSCIF
4041,NASDAQ:CSCL,CSCL
4042,OTC:CSCMY,CSCMY
4043,NASDAQ:CSCO,CSCO
4044,NASDAQ:CSCS,CSCS
4045,AMEX:CSD,CSD
4046,OTC:CSDX,CSDX
4047,OTC:CSDXF,CSDXF
4048,NASDAQ:CSGP,CSGP
4049,NASDAQ:CSGS,CSGS
4050,AMEX:CSHI,CSHI
4051,AMEX:CSHP,CSHP
4052,OTC:CSHX,CSHX
4053,OTC:CSIOF,CSIOF
4054,OTC:CSIOY,CSIOY
4055,NASDAQ:CSIQ,CSIQ
4056,NYSE:CSL,CSL
4057,OTC:CSLLY,CSLLY
4058,CBOE:CSM,CSM
4059,AMEX:CSMD,CSMD
4060,AMEX:CSNR,CSNR
4061,OTC:CSNRF,CSNRF
4062,OTC:CSOC,CSOC
4063,OTC:CSOL,CSOL
4064,OTC:CSPCY,CSPCY
4065,AMEX:CSPF,CSPF
4066,NASDAQ:CSPI,CSPI
4067,OTC:CSPKY,CSPKY
4068,NASDAQ:CSQ,CSQ
4069,NYSE:CSR,CSR
4070,AMEX:CSRE,CSRE
4071,OTC:CSRIF,CSRIF
4072,OTC:CSRNF,CSRNF
4073,OTC:CSSEQ,CSSEQ
4074,OTC:CSSNQ,CSSNQ
4075,OTC:CSSPQ,CSSPQ
4076,OTC:CSSV,CSSV
4077,NASDAQ:CSTE,CSTE
4078,OTC:CSTF,CSTF
4079,CBOE:CSTK,CSTK
4080,NASDAQ:CSTL,CSTL
4081,NYSE:CSTM,CSTM
4082,OTC:CSTNL,CSTNL
4083,OTC:CSTPF,CSTPF
4084,OTC:CSTXF,CSTXF
4085,OTC:CSUAY,CSUAY
4086,OTC:CSUI,CSUI
4087,NYSE:CSV,CSV
4088,NYSE:CSW,CSW
4089,NASDAQ:CSWC,CSWC
4090,NASDAQ:CSX,CSX
4091,OTC:CSXXY,CSXXY
4092,AMEX:CTA,CTA
4093,NYSE:CTA/PA,CTA/PA
4094,NYSE:CTA/PB,CTA/PB
4095,OTC:CTAGF,CTAGF
4096,OTC:CTARF,CTARF
4097,NASDAQ:CTAS,CTAS
4098,OTC:CTATF,CTATF
4099,NASDAQ:CTBI,CTBI
4100,NASDAQ:CTEC,CTEC
4101,CBOE:CTEF,CTEF
4102,NYSE:CTEV,CTEV
4103,AMEX:CTEX,CTEX
4104,OTC:CTGL,CTGL
4105,AMEX:CTGO,CTGO
4106,OTC:CTHCF,CTHCF
4107,OTC:CTHR,CTHR
4108,CBOE:CTIF,CTIF
4109,NASDAQ:CTKB,CTKB
4110,OTC:CTKYY,CTKYY
4111,NASDAQ:CTLP,CTLP
4112,OTC:CTLPP,CTLPP
4113,AMEX:CTM,CTM
4114,OTC:CTMCF,CTMCF
4115,NASDAQ:CTMX,CTMX
4116,OTC:CTNI,CTNI
4117,NASDAQ:CTNM,CTNM
4118,NASDAQ:CTNT,CTNT
4119,NYSE:CTO,CTO
4120,NYSE:CTO/PA,CTO/PA
4121,NASDAQ:CTOR,CTOR
4122,NYSE:CTOS,CTOS
4123,OTC:CTPCY,CTPCY
4124,OTC:CTPKF,CTPKF
4125,NYSE:CTRA,CTRA
4126,NYSE:CTRE,CTRE
4127,NYSE:CTRI,CTRI
4128,NASDAQ:CTRM,CTRM
4129,NASDAQ:CTRN,CTRN
4130,NYSE:CTS,CTS
4131,NASDAQ:CTSH,CTSH
4132,NASDAQ:CTSO,CTSO
4133,OTC:CTTAF,CTTAF
4134,OTC:CTTAY,CTTAY
4135,OTC:CTTH,CTTH
4136,OTC:CTTTF,CTTTF
4137,OTC:CTTZF,CTTZF
4138,OTC:CTUY,CTUY
4139,NYSE:CTVA,CTVA
4140,OTC:CTVFF,CTVFF
4141,OTC:CTVIF,CTVIF
4142,NASDAQ:CTW,CTW
4143,AMEX:CTWO,CTWO
4144,OTC:CTXAY,CTXAY
4145,OTC:CTXDF,CTXDF
4146,NASDAQ:CTXR,CTXR
4147,OTC:CTXXF,CTXXF
4148,OTC:CTYMF,CTYMF
4149,OTC:CTYP,CTYP
4150,OTC:CUAEF,CUAEF
4151,OTC:CUAUF,CUAUF
4152,NASDAQ:CUB,CUB
4153,NYSE:CUBB,CUBB
4154,NYSE:CUBE,CUBE
4155,NYSE:CUBI,CUBI
4156,NYSE:CUBI/PF,CUBI/PF
4157,OTC:CUBT,CUBT
4158,OTC:CUBXF,CUBXF
4159,OTC:CUCSF,CUCSF
4160,NASDAQ:CUE,CUE
4161,OTC:CUEN,CUEN
4162,OTC:CUIRF,CUIRF
4163,NYSE:CUK,CUK
4164,OTC:CUKPF,CUKPF
4165,OTC:CULL,CULL
4166,OTC:CULMF,CULMF
4167,NYSE:CULP,CULP
4168,OTC:CULTF,CULTF
4169,OTC:CUPIF,CUPIF
4170,OTC:CUPPF,CUPPF
4171,NASDAQ:CUPR,CUPR
4172,OTC:CUPUF,CUPUF
4173,NYSE:CURB,CURB
4174,AMEX:CURE,CURE
4175,NASDAQ:CURI,CURI
4176,OTC:CURLF,CURLF
4177,OTC:CURN,CURN
4178,NASDAQ:CURR,CURR
4179,NYSE:CURV,CURV
4180,NASDAQ:CURX,CURX
4181,AMEX:CUT,CUT
4182,OTC:CUYTY,CUYTY
4183,NYSE:CUZ,CUZ
4184,NASDAQ:CV,CV
4185,NASDAQ:CVAC,CVAC
4186,OTC:CVALF,CVALF
4187,CBOE:CVAR,CVAR
4188,OTC:CVAS,CVAS
4189,OTC:CVAT,CVAT
4190,NASDAQ:CVBF,CVBF
4191,OTC:CVCCF,CVCCF
4192,NASDAQ:CVCO,CVCO
4193,NYSE:CVE,CVE
4194,NYSE:CVEO,CVEO
4195,NASDAQ:CVGI,CVGI
4196,OTC:CVGRF,CVGRF
4197,NASDAQ:CVGW,CVGW
4198,OTC:CVHL,CVHL
4199,OTC:CVHSY,CVHSY
4200,NYSE:CVI,CVI
4201,AMEX:CVIE,CVIE
4202,NASDAQ:CVKD,CVKD
4203,AMEX:CVLC,CVLC
4204,NYSE:CVLG,CVLG
4205,NASDAQ:CVLT,CVLT
4206,AMEX:CVM,CVM
4207,AMEX:CVMC,CVMC
4208,NYSE:CVNA,CVNA
4209,NASDAQ:CVNX,CVNX
4210,AMEX:CVNY,CVNY
4211,OTC:CVOSF,CVOSF
4212,OTC:CVPBF,CVPBF
4213,OTC:CVPUF,CVPUF
4214,AMEX:CVR,CVR
4215,AMEX:CVRD,CVRD
4216,AMEX:CVRT,CVRT
4217,NASDAQ:CVRX,CVRX
4218,NYSE:CVS,CVS
4219,AMEX:CVSB,CVSB
4220,AMEX:CVSE,CVSE
4221,OTC:CVSGF,CVSGF
4222,OTC:CVSI,CVSI
4223,AMEX:CVU,CVU
4224,OTC:CVUEF,CVUEF
4225,NASDAQ:CVV,CVV
4226,OTC:CVVUF,CVVUF
4227,OTC:CVWFF,CVWFF
4228,NYSE:CVX,CVX
4229,AMEX:CVY,CVY
4230,NYSE:CW,CW
4231,OTC:CWAFF,CWAFF
4232,NYSE:CWAN,CWAN
4233,AMEX:CWB,CWB
4234,NASDAQ:CWBC,CWBC
4235,OTC:CWBHF,CWBHF
4236,OTC:CWBK,CWBK
4237,NASDAQ:CWCO,CWCO
4238,NASDAQ:CWD,CWD
4239,AMEX:CWEB,CWEB
4240,NYSE:CWEN,CWEN
4241,NYSE:CWEN.A,CWEN.A
4242,OTC:CWGL,CWGL
4243,OTC:CWGYF,CWGYF
4244,NYSE:CWH,CWH
4245,AMEX:CWI,CWI
4246,NYSE:CWK,CWK
4247,OTC:CWLPF,CWLPF
4248,OTC:CWPE,CWPE
4249,OTC:CWQXF,CWQXF
4250,AMEX:CWS,CWS
4251,OTC:CWSFF,CWSFF
4252,OTC:CWSRF,CWSRF
4253,NASDAQ:CWST,CWST
4254,NYSE:CWT,CWT
4255,OTC:CWVLF,CWVLF
4256,OTC:CWVWF,CWVWF
4257,CBOE:CWVX,CWVX
4258,OTC:CWXZF,CWXZF
4259,OTC:CWYUF,CWYUF
4260,NYSE:CX,CX
4261,NASDAQ:CXAI,CXAI
4262,NASDAQ:CXDO,CXDO
4263,NYSE:CXE,CXE
4264,NYSE:CXH,CXH
4265,NYSE:CXM,CXM
4266,OTC:CXMSF,CXMSF
4267,OTC:CXOXF,CXOXF
4268,AMEX:CXRN,CXRN
4269,NASDAQ:CXSE,CXSE
4270,NYSE:CXT,CXT
4271,NYSE:CXW,CXW
4272,OTC:CXXIF,CXXIF
4273,OTC:CYAN,CYAN
4274,OTC:CYATY,CYATY
4275,OTC:CYBCF,CYBCF
4276,OTC:CYBF,CYBF
4277,OTC:CYBHF,CYBHF
4278,OTC:CYBL,CYBL
4279,AMEX:CYBN,CYBN
4280,OTC:CYBQF,CYBQF
4281,OTC:CYBQY,CYBQY
4282,NASDAQ:CYBR,CYBR
4283,OTC:CYCA,CYCA
4284,OTC:CYCL,CYCL
4285,NASDAQ:CYCN,CYCN
4286,NASDAQ:CYCU,CYCU
4287,NYSE:CYD,CYD
4288,OTC:CYDVF,CYDVF
4289,OTC:CYDX,CYDX
4290,OTC:CYDY,CYDY
4291,OTC:CYGGF,CYGGF
4292,OTC:CYGT,CYGT
4293,NYSE:CYH,CYH
4294,OTC:CYIO,CYIO
4295,OTC:CYLYF,CYLYF
4296,OTC:CYMHF,CYMHF
4297,NASDAQ:CYN,CYN
4298,OTC:CYPE,CYPE
4299,OTC:CYPMF,CYPMF
4300,OTC:CYPS,CYPS
4301,OTC:CYRBY,CYRBY
4302,NASDAQ:CYRX,CYRX
4303,OTC:CYSM,CYSM
4304,OTC:CYSNF,CYSNF
4305,NASDAQ:CYTK,CYTK
4306,OTC:CYTOF,CYTOF
4307,OTC:CYVF,CYVF
4308,AMEX:CZA,CZA
4309,NASDAQ:CZAR,CZAR
4310,OTC:CZBC,CZBC
4311,OTC:CZBS,CZBS
4312,OTC:CZBT,CZBT
4313,NASDAQ:CZFS,CZFS
4314,OTC:CZMWF,CZMWF
4315,OTC:CZMWY,CZMWY
4316,NASDAQ:CZNC,CZNC
4317,OTC:CZOOF,CZOOF
4318,NASDAQ:CZR,CZR
4319,NASDAQ:CZWI,CZWI
4320,OTC:CZZLF,CZZLF
4321,NYSE:D,D
4322,NASDAQ:DAAQ,DAAQ
4323,NASDAQ:DAAQU,DAAQU
4324,AMEX:DABS,DABS
4325,NYSE:DAC,DAC
4326,NASDAQ:DADS,DADS
4327,NASDAQ:DAIC,DAIC
4328,NASDAQ:DAIO,DAIO
4329,OTC:DAIUF,DAIUF
4330,NASDAQ:DAK,DAK
4331,NASDAQ:DAKT,DAKT
4332,NYSE:DAL,DAL
4333,NASDAQ:DALI,DALI
4334,OTC:DALXF,DALXF
4335,NYSE:DAN,DAN
4336,OTC:DANOY,DANOY
4337,NYSE:DAO,DAO
4338,NASDAQ:DAPP,DAPP
4339,CBOE:DAPR,DAPR
4340,NYSE:DAR,DAR
4341,NASDAQ:DARE,DARE
4342,AMEX:DARP,DARP
4343,NASDAQ:DASH,DASH
4344,OTC:DASTF,DASTF
4345,OTC:DASTY,DASTY
4346,AMEX:DAT,DAT
4347,CBOE:DAUG,DAUG
4348,OTC:DAUGF,DAUGF
4349,NYSE:DAVA,DAVA
4350,NASDAQ:DAVE,DAVE
4351,NASDAQ:DAWN,DAWN
4352,NASDAQ:DAX,DAX
4353,OTC:DAXXF,DAXXF
4354,NYSE:DAY,DAY
4355,NYSE:DB,DB
4356,AMEX:DBA,DBA
4357,AMEX:DBAW,DBAW
4358,AMEX:DBB,DBB
4359,AMEX:DBC,DBC
4360,OTC:DBCCF,DBCCF
4361,NYSE:DBD,DBD
4362,AMEX:DBE,DBE
4363,AMEX:DBEF,DBEF
4364,AMEX:DBEM,DBEM
4365,AMEX:DBEU,DBEU
4366,AMEX:DBEZ,DBEZ
4367,NASDAQ:DBGI,DBGI
4368,NYSE:DBI,DBI
4369,OTC:DBIN,DBIN
4370,AMEX:DBJP,DBJP
4371,OTC:DBKSF,DBKSF
4372,NYSE:DBL,DBL
4373,OTC:DBLR,DBLR
4374,OTC:DBLVF,DBLVF
4375,OTC:DBMBF,DBMBF
4376,AMEX:DBMF,DBMF
4377,OTC:DBMM,DBMM
4378,AMEX:DBND,DBND
4379,AMEX:DBO,DBO
4380,OTC:DBOEF,DBOEF
4381,OTC:DBOEY,DBOEY
4382,OTC:DBORF,DBORF
4383,OTC:DBOXF,DBOXF
4384,AMEX:DBP,DBP
4385,NYSE:DBRG,DBRG
4386,NYSE:DBRG/PH,DBRG/PH
4387,NYSE:DBRG/PI,DBRG/PI
4388,NYSE:DBRG/PJ,DBRG/PJ
4389,OTC:DBRM,DBRM
4390,OTC:DBSDF,DBSDF
4391,OTC:DBSDY,DBSDY
4392,NASDAQ:DBVT,DBVT
4393,NASDAQ:DBX,DBX
4394,OTC:DBXRF,DBXRF
4395,AMEX:DC,DC
4396,OTC:DCAC,DCAC
4397,NASDAQ:DCBO,DCBO
4398,OTC:DCCPF,DCCPF
4399,OTC:DCCPY,DCCPY
4400,NASDAQ:DCGO,DCGO
4401,OTC:DCHIY,DCHIY
4402,NYSE:DCI,DCI
4403,OTC:DCMDF,DCMDF
4404,AMEX:DCMT,DCMT
4405,OTC:DCNNF,DCNNF
4406,OTC:DCNSF,DCNSF
4407,NYSE:DCO,DCO
4408,NASDAQ:DCOM,DCOM
4409,NASDAQ:DCOMG,DCOMG
4410,NASDAQ:DCOMP,DCOMP
4411,AMEX:DCOR,DCOR
4412,AMEX:DCRE,DCRE
4413,NASDAQ:DCTH,DCTH
4414,NYSE:DD,DD
4415,AMEX:DDC,DDC
4416,OTC:DDCCF,DDCCF
4417,NYSE:DDD,DDD
4418,OTC:DDDX,DDDX
4419,CBOE:DDEC,DDEC
4420,OTC:DDEJF,DDEJF
4421,CBOE:DDFL,DDFL
4422,CBOE:DDFO,DDFO
4423,CBOE:DDFS,DDFS
4424,OTC:DDHRF,DDHRF
4425,NASDAQ:DDI,DDI
4426,OTC:DDIAF,DDIAF
4427,NASDAQ:DDIV,DDIV
4428,NYSE:DDL,DDL
4429,CBOE:DDLS,DDLS
4430,AMEX:DDM,DDM
4431,OTC:DDMGF,DDMGF
4432,OTC:DDNFF,DDNFF
4433,NASDAQ:DDOG,DDOG
4434,OTC:DDOSF,DDOSF
4435,NYSE:DDS,DDS
4436,NYSE:DDT,DDT
4437,CBOE:DDTL,DDTL
4438,CBOE:DDTO,DDTO
4439,CBOE:DDTS,DDTS
4440,CBOE:DDWM,DDWM
4441,OTC:DDWWF,DDWWF
4442,NYSE:DE,DE
4443,NYSE:DEA,DEA
4444,NYSE:DEC,DEC
4445,NYSE:DECK,DECK
4446,CBOE:DECM,DECM
4447,OTC:DECN,DECN
4448,NASDAQ:DECO,DECO
4449,CBOE:DECP,DECP
4450,AMEX:DECT,DECT
4451,CBOE:DECU,DECU
4452,AMEX:DECW,DECW
4453,OTC:DECXF,DECXF
4454,CBOE:DECZ,DECZ
4455,OTC:DEDVF,DEDVF
4456,AMEX:DEED,DEED
4457,AMEX:DEEF,DEEF
4458,AMEX:DEEP,DEEP
4459,OTC:DEER,DEER
4460,OTC:DEFG,DEFG
4461,AMEX:DEFI,DEFI
4462,CBOE:DEFR,DEFR
4463,NASDAQ:DEFT,DEFT
4464,AMEX:DEHP,DEHP
4465,NYSE:DEI,DEI
4466,OTC:DELHY,DELHY
4467,OTC:DELKY,DELKY
4468,NYSE:DELL,DELL
4469,OTC:DELTF,DELTF
4470,AMEX:DEM,DEM
4471,OTC:DEMCF,DEMCF
4472,OTC:DEMO,DEMO
4473,NASDAQ:DEMZ,DEMZ
4474,OTC:DENI,DENI
4475,NASDAQ:DENN,DENN
4476,NYSE:DEO,DEO
4477,NASDAQ:DERM,DERM
4478,AMEX:DES,DES
4479,AMEX:DESK,DESK
4480,OTC:DETRF,DETRF
4481,AMEX:DEUS,DEUS
4482,NASDAQ:DEVS,DEVS
4483,AMEX:DEW,DEW
4484,OTC:DEWM,DEWM
4485,AMEX:DEXC,DEXC
4486,AMEX:DFAC,DFAC
4487,AMEX:DFAE,DFAE
4488,AMEX:DFAI,DFAI
4489,AMEX:DFAR,DFAR
4490,AMEX:DFAS,DFAS
4491,AMEX:DFAT,DFAT
4492,AMEX:DFAU,DFAU
4493,AMEX:DFAW,DFAW
4494,AMEX:DFAX,DFAX
4495,AMEX:DFCA,DFCA
4496,AMEX:DFCF,DFCF
4497,OTC:DFCO,DFCO
4498,NASDAQ:DFDV,DFDV
4499,AMEX:DFE,DFE
4500,CBOE:DFEB,DFEB
4501,AMEX:DFEM,DFEM
4502,AMEX:DFEN,DFEN
4503,AMEX:DFEV,DFEV
4504,NASDAQ:DFGP,DFGP
4505,AMEX:DFGR,DFGR
4506,NASDAQ:DFGX,DFGX
4507,NYSE:DFH,DFH
4508,CBOE:DFIC,DFIC
4509,OTC:DFIFF,DFIFF
4510,AMEX:DFII,DFII
4511,NYSE:DFIN,DFIN
4512,AMEX:DFIP,DFIP
4513,CBOE:DFIS,DFIS
4514,AMEX:DFIV,DFIV
4515,AMEX:DFJ,DFJ
4516,OTC:DFKCY,DFKCY
4517,NASDAQ:DFLI,DFLI
4518,AMEX:DFLV,DFLV
4519,OTC:DFMTF,DFMTF
4520,CBOE:DFND,DFND
4521,CBOE:DFNL,DFNL
4522,AMEX:DFNM,DFNM
4523,NYSE:DFP,DFP
4524,OTC:DFRYF,DFRYF
4525,AMEX:DFSB,DFSB
4526,NASDAQ:DFSC,DFSC
4527,AMEX:DFSD,DFSD
4528,AMEX:DFSE,DFSE
4529,AMEX:DFSI,DFSI
4530,AMEX:DFSU,DFSU
4531,AMEX:DFSV,DFSV
4532,OTC:DFTC,DFTC
4533,AMEX:DFUS,DFUS
4534,AMEX:DFUV,DFUV
4535,AMEX:DFVE,DFVE
4536,AMEX:DFVX,DFVX
4537,OTC:DFYFF,DFYFF
4538,NYSE:DG,DG
4539,NASDAQ:DGCB,DGCB
4540,OTC:DGCMF,DGCMF
4541,OTC:DGCOF,DGCOF
4542,OTC:DGDCF,DGDCF
4543,OTC:DGEAF,DGEAF
4544,OTC:DGGXF,DGGXF
4545,NASDAQ:DGICA,DGICA
4546,NASDAQ:DGICB,DGICB
4547,NASDAQ:DGII,DGII
4548,AMEX:DGIN,DGIN
4549,OTC:DGIPF,DGIPF
4550,NASDAQ:DGLO,DGLO
4551,NASDAQ:DGLY,DGLY
4552,OTC:DGNMF,DGNMF
4553,OTC:DGNOF,DGNOF
4554,NASDAQ:DGNX,DGNX
4555,AMEX:DGP,DGP
4556,NASDAQ:DGRE,DGRE
4557,AMEX:DGRO,DGRO
4558,NASDAQ:DGRS,DGRS
4559,NASDAQ:DGRW,DGRW
4560,AMEX:DGS,DGS
4561,AMEX:DGT,DGT
4562,OTC:DGTCF,DGTCF
4563,OTC:DGTEF,DGTEF
4564,OTC:DGWR,DGWR
4565,NYSE:DGX,DGX
4566,NASDAQ:DGXX,DGXX
4567,AMEX:DGZ,DGZ
4568,NASDAQ:DH,DH
4569,NASDAQ:DHAI,DHAI
4570,OTC:DHBUF,DHBUF
4571,NASDAQ:DHC,DHC
4572,OTC:DHCC,DHCC
4573,NASDAQ:DHCNI,DHCNI
4574,NASDAQ:DHCNL,DHCNL
4575,CBOE:DHDG,DHDG
4576,NYSE:DHF,DHF
4577,NYSE:DHI,DHI
4578,NASDAQ:DHIL,DHIL
4579,OTC:DHLGY,DHLGY
4580,AMEX:DHLX,DHLX
4581,NYSE:DHR,DHR
4582,AMEX:DHS,DHS
4583,AMEX:DHSB,DHSB
4584,NYSE:DHT,DHT
4585,OTC:DHTRF,DHTRF
4586,NYSE:DHX,DHX
4587,AMEX:DHY,DHY
4588,AMEX:DIA,DIA
4589,OTC:DIAH,DIAH
4590,AMEX:DIAL,DIAL
4591,OTC:DIALF,DIALF
4592,NYSE:DIAX,DIAX
4593,NASDAQ:DIBS,DIBS
4594,OTC:DIDIY,DIDIY
4595,AMEX:DIEM,DIEM
4596,OTC:DIFTY,DIFTY
4597,AMEX:DIG,DIG
4598,CBOE:DIHP,DIHP
4599,OTC:DIIBF,DIIBF
4600,AMEX:DIM,DIM
4601,OTC:DIMC,DIMC
4602,NASDAQ:DIME,DIME
4603,NYSE:DIN,DIN
4604,NYSE:DINO,DINO
4605,OTC:DINRF,DINRF
4606,CBOE:DINT,DINT
4607,NASDAQ:DIOD,DIOD
4608,AMEX:DIPS,DIPS
4609,NYSE:DIS,DIS
4610,AMEX:DISO,DISO
4611,OTC:DISPF,DISPF
4612,CBOE:DISV,DISV
4613,AMEX:DIT,DIT
4614,OTC:DITTF,DITTF
4615,AMEX:DIV,DIV
4616,CBOE:DIVB,DIVB
4617,NASDAQ:DIVD,DIVD
4618,AMEX:DIVE,DIVE
4619,AMEX:DIVG,DIVG
4620,AMEX:DIVI,DIVI
4621,AMEX:DIVL,DIVL
4622,CBOE:DIVN,DIVN
4623,AMEX:DIVO,DIVO
4624,AMEX:DIVP,DIVP
4625,AMEX:DIVS,DIVS
4626,NYSE:DIVY,DIVY
4627,AMEX:DIVZ,DIVZ
4628,CBOE:DJAN,DJAN
4629,NASDAQ:DJCO,DJCO
4630,AMEX:DJD,DJD
4631,AMEX:DJIA,DJIA
4632,AMEX:DJP,DJP
4633,NASDAQ:DJT,DJT
4634,CBOE:DJTU,DJTU
4635,CBOE:DJUL,DJUL
4636,CBOE:DJUN,DJUN
4637,NYSE:DK,DK
4638,OTC:DKAM,DKAM
4639,OTC:DKDRF,DKDRF
4640,NASDAQ:DKI,DKI
4641,OTC:DKILF,DKILF
4642,OTC:DKILY,DKILY
4643,NYSE:DKL,DKL
4644,NASDAQ:DKNG,DKNG
4645,NASDAQ:DKNX,DKNX
4646,NYSE:DKS,DKS
4647,CBOE:DKUP,DKUP
4648,OTC:DLAD,DLAD
4649,CBOE:DLAG,DLAG
4650,OTC:DLAKF,DLAKF
4651,OTC:DLAKY,DLAKY
4652,OTC:DLAPQ,DLAPQ
4653,NYSE:DLB,DLB
4654,NASDAQ:DLHC,DLHC
4655,OTC:DLICY,DLICY
4656,OTC:DLII,DLII
4657,OTC:DLKGF,DLKGF
4658,NASDAQ:DLLL,DLLL
4659,OTC:DLMAF,DLMAF
4660,OTC:DLMAY,DLMAY
4661,OTC:DLMI,DLMI
4662,AMEX:DLN,DLN
4663,OTC:DLNDY,DLNDY
4664,NYSE:DLNG,DLNG
4665,NYSE:DLNG/PA,DLNG/PA
4666,NASDAQ:DLO,DLO
4667,OTC:DLOC,DLOC
4668,NASDAQ:DLPN,DLPN
4669,OTC:DLPX,DLPX
4670,NYSE:DLR,DLR
4671,NYSE:DLR/PJ,DLR/PJ
4672,NYSE:DLR/PK,DLR/PK
4673,NYSE:DLR/PL,DLR/PL
4674,AMEX:DLS,DLS
4675,OTC:DLTA,DLTA
4676,NASDAQ:DLTH,DLTH
4677,NASDAQ:DLTR,DLTR
4678,OTC:DLTTF,DLTTF
4679,OTC:DLVHF,DLVHF
4680,NYSE:DLX,DLX
4681,NASDAQ:DLXY,DLXY
4682,NYSE:DLY,DLY
4683,NYSE:DMA,DMA
4684,NASDAQ:DMAA,DMAA
4685,NASDAQ:DMAAU,DMAAU
4686,NASDAQ:DMAC,DMAC
4687,OTC:DMAN,DMAN
4688,CBOE:DMAR,DMAR
4689,NASDAQ:DMAT,DMAT
4690,CBOE:DMAX,DMAX
4691,CBOE:DMAY,DMAY
4692,NYSE:DMB,DMB
4693,AMEX:DMBS,DMBS
4694,OTC:DMCUF,DMCUF
4695,AMEX:DMCY,DMCY
4696,OTC:DMDD,DMDD
4697,OTC:DMEHF,DMEHF
4698,OTC:DMGGF,DMGGF
4699,OTC:DMIFF,DMIFF
4700,NASDAQ:DMIIU,DMIIU
4701,OTC:DMKPQ,DMKPQ
4702,NASDAQ:DMLP,DMLP
4703,OTC:DMNIF,DMNIF
4704,NYSE:DMO,DMO
4705,NASDAQ:DMRC,DMRC
4706,AMEX:DMX,DMX
4707,OTC:DMXCF,DMXCF
4708,NASDAQ:DMXF,DMXF
4709,OTC:DMYY,DMYY
4710,OTC:DMYYU,DMYYU
4711,OTC:DMZPY,DMZPY
4712,NYSE:DNA,DNA
4713,OTC:DNAG,DNAG
4714,OTC:DNAX,DNAX
4715,OTC:DNBBF,DNBBF
4716,OTC:DNBBY,DNBBY
4717,OTC:DNCVF,DNCVF
4718,OTC:DNFGF,DNFGF
4719,OTC:DNFGY,DNFGY
4720,OTC:DNGDF,DNGDF
4721,OTC:DNGFF,DNGFF
4722,OTC:DNGHF,DNGHF
4723,OTC:DNIYY,DNIYY
4724,OTC:DNKEY,DNKEY
4725,AMEX:DNL,DNL
4726,NASDAQ:DNLI,DNLI
4727,OTC:DNLZY,DNLZY
4728,AMEX:DNN,DNN
4729,OTC:DNNGY,DNNGY
4730,OTC:DNOPF,DNOPF
4731,OTC:DNOPY,DNOPY
4732,CBOE:DNOV,DNOV
4733,NYSE:DNOW,DNOW
4734,NYSE:DNP,DNP
4735,OTC:DNPLY,DNPLY
4736,OTC:DNPUF,DNPUF
4737,OTC:DNRGF,DNRGF
4738,OTC:DNRSF,DNRSF
4739,OTC:DNTCF,DNTCF
4740,NASDAQ:DNTH,DNTH
4741,OTC:DNTUY,DNTUY
4742,NASDAQ:DNUT,DNUT
4743,OTC:DNZOF,DNZOF
4744,OTC:DNZOY,DNZOY
4745,NYSE:DOC,DOC
4746,OTC:DOCMF,DOCMF
4747,NYSE:DOCN,DOCN
4748,NYSE:DOCS,DOCS
4749,CBOE:DOCT,DOCT
4750,NASDAQ:DOCU,DOCU
4751,AMEX:DOG,DOG
4752,CBOE:DOGD,DOGD
